ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_end,shuffle,skipped,count
2023-09-16T18:51:43Z,phone,490,Distant,Tate McRae,Distant,spotify:track:2fHttjIlcNo8rGCUZVMY1B,fwdbtn,True,True,1
2023-09-12T05:54:35Z,desktop,6698,Intoxicating,KEY,Good & Great - The 2nd Mini Album,spotify:track:58FJAeW57iNe6K34hcOAu8,endplay,True,True,1
2023-07-17T04:32:35Z,phone,2645,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,The Papercut Chronicles II,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,endplay,False,True,1
2023-07-17T04:33:10Z,phone,13567,La La La,Shakira,Shakira. (Expanded Edition),spotify:track:0F6thtSISbps8VCdF6dhSk,endplay,False,True,1
2023-07-17T04:33:17Z,phone,7743,Feel Again,OneRepublic,Native,spotify:track:75hLNJfiXV5k2YGrbGEW51,endplay,False,True,1
2023-07-17T04:33:50Z,phone,661,Drive By,Train,California 37,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,endplay,False,True,1
2023-07-17T04:34:00Z,phone,1258,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),spotify:track:2H1047e0oMSj10dgp7p2VG,endplay,False,True,1
2023-07-17T04:34:00Z,phone,9493,Budapest,George Ezra,Wanted on Voyage,spotify:track:2ixsaeFioXJmMgkkbd4uj1,endplay,False,True,1
2023-07-17T04:32:29Z,phone,1685,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),spotify:track:2y4lAQpi5VTNLu2ldeTdUH,endplay,False,True,1
2023-07-17T04:32:30Z,phone,1215,Marry You,Bruno Mars,Doo-Wops & Hooligans,spotify:track:22PMfvdz35fFKYnJyMn077,endplay,False,True,1
2023-09-19T04:37:21Z,desktop,0,Trivia 轉 : Seesaw,BTS,Love Yourself 結 'Answer',spotify:track:0mZI1NpihIVcho2f9MmqSW,backbtn,True,True,1
2023-09-16T18:51:52Z,phone,831,feel like shit,Tate McRae,feel like shit,spotify:track:2EBnvom1dTybtm75a3Xh1T,fwdbtn,True,True,1
2023-09-19T04:37:14Z,desktop,0,Moon,BTS,MAP OF THE SOUL : 7,spotify:track:6KhAXXgDtEEahVzATvFNcn,backbtn,True,True,1
2023-09-22T03:48:37Z,desktop,650,Bud Like You,AJR,The Click,spotify:track:4qvrdCZM49KR1nSHaYCiQ6,endplay,True,True,1
2023-09-22T03:48:41Z,desktop,3413,Three-Thirty,AJR,The Click,spotify:track:42CSNROh0FNSx04HxpXyue,endplay,True,True,1
2023-09-22T03:48:42Z,desktop,1068,Sober Up (feat. Rivers Cuomo),AJR,The Click,spotify:track:5jiYx70OBzEI99jx1Gn3FN,endplay,True,True,1
2023-09-22T03:50:22Z,desktop,4632,Oh My My,OneRepublic,Oh My My,spotify:track:0QaCNjtdot0XiD8E347iQn,endplay,True,True,1
2023-09-22T03:51:23Z,desktop,6675,Light The Sky,Grace VanderWaal,Perfectly Imperfect,spotify:track:3r8o1udRdgOd3J0kTk3XWl,endplay,True,True,1
2023-09-22T03:39:44Z,desktop,4493,Without You (feat. Sandro Cavazza),Avicii,AVĪCI,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,endplay,True,True,1
2023-09-22T03:39:47Z,desktop,2832,Wake Me Up,Avicii,True,spotify:track:0nrRP2bk19rLc0orkWPQk2,endplay,True,True,1
2023-09-22T03:42:38Z,desktop,54265,Without Me,Halsey,Manic,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,endplay,True,True,1
2023-09-22T03:42:41Z,desktop,2623,Without Me - Stripped,Halsey,Manic,spotify:track:7EwVFWY45ClBKUV93a76db,endplay,True,True,1
2023-09-22T03:31:51Z,desktop,8277,Want You Back,HAIM,Something to Tell You,spotify:track:2wXhdaTnmkkFSOidKfnOxA,endplay,True,True,1
2023-09-22T03:32:11Z,desktop,754,P.D.A. (We Just Don't Care),John Legend,Once Again,spotify:track:0ZBtXonwjdAbRo2UrD0Efq,endplay,True,True,1
2023-09-22T03:32:51Z,desktop,6327,Nice For What,Drake,Scorpion,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,endplay,True,True,1
2023-09-22T03:32:55Z,desktop,3529,So Much More Than This,Grace VanderWaal,Just The Beginning,spotify:track:599hlIX8JXS7RNYvQ3EPCQ,endplay,True,True,1
2023-07-17T04:31:48Z,phone,874,Apple Bottom Jeans,Kevin Turk,Apple Bottom Jeans,spotify:track:4BWeXmOeOjCz0NecHcOKb8,endplay,False,True,1
2023-07-17T04:30:51Z,phone,2389,Cool for the Summer,Demi Lovato,Confident,spotify:track:2zFF6jG5hQArbzcXz3KUWk,endplay,False,True,1
2023-07-17T04:30:53Z,phone,1813,Rolling in the Deep,Adele,21,spotify:track:1c8gk2PeTE04A1pIDH9YMk,endplay,False,True,1
2023-07-17T04:30:54Z,phone,1216,Still Sane,Lorde,Pure Heroine,spotify:track:5TRZnGsX49uCZkXxIbD7Ru,endplay,False,True,1
2023-07-17T04:30:58Z,phone,1386,It's Time,Imagine Dragons,Night Visions,spotify:track:6BtmXhTJMM9sBTHeYYASGz,endplay,False,True,1
2023-09-02T18:51:13Z,desktop,18222,Next Level - Habstrakt Remix,aespa,iScreaM Vol.10 : Next Level Remixes,spotify:track:34r29cNzzV4elD0XTz1ihT,fwdbtn,True,True,1
2023-09-02T19:06:28Z,desktop,170155,Next Level - IMLAY Remix,aespa,iScreaM Vol.10 : Next Level Remixes,spotify:track:1OscRS80PF5n0hDkI9S1F2,fwdbtn,True,True,1
2023-09-22T03:39:37Z,desktop,1532,Halo,Beyoncé,I AM...SASHA FIERCE,spotify:track:4JehYebiI9JE8sR8MisGVb,endplay,True,True,1
2023-07-17T04:32:10Z,phone,9301,Second Chance,Shinedown,The Sound of Madness,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,endplay,False,True,1
2023-12-23T07:36:52Z,phone,1130,Humpty Dumpty,AJR,OK ORCHESTRA,spotify:track:5bHr4aMEAWlzbFirRr2T7a,fwdbtn,True,True,1
2023-07-17T04:31:27Z,phone,15978,Dynamite,Taio Cruz,Rokstarr,spotify:track:1DqdF42leyFIzqNDv9CjId,endplay,False,True,1
2023-07-17T04:31:30Z,phone,2858,Brighter Than The Sun,Colbie Caillat,All Of You,spotify:track:5YTtTbqxUzJHD3CpbNHerP,endplay,False,True,1
2023-07-17T04:31:38Z,phone,6890,I Like It Like That (feat. New Boyz),Hot Chelle Rae,Whatever,spotify:track:6eFahAdQgABBj1XOM99cBG,endplay,False,True,1
2023-07-17T04:31:41Z,phone,4117,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:49FYlytm3dAAraYgpoJZux,endplay,False,True,1
2023-07-17T04:31:43Z,phone,1578,Bring Me To Life,Evanescence,Fallen,spotify:track:0COqiPhxzoWICwFCS4eZcp,endplay,False,True,1
2023-07-17T04:31:45Z,phone,1749,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,spotify:track:6ECp64rv50XVz93WvxXMGF,endplay,False,True,1
2023-07-17T04:30:35Z,phone,9450,Good Life,OneRepublic,Waking Up,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,endplay,False,True,1
2023-07-17T04:30:38Z,phone,448,My House,Flo Rida,My House,spotify:track:6Knv6wdA0luoMUuuoYi2i1,endplay,False,True,1
2023-07-17T04:30:43Z,phone,4394,Ride Wit Me,Nelly,Country Grammar,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,endplay,False,True,1
2023-07-17T04:30:44Z,phone,1450,Home,Phillip Phillips,The World From The Side Of The Moon,spotify:track:1EAgPzRbK9YmdOESSMUm6P,endplay,False,True,1
2023-07-17T04:30:45Z,phone,1280,Superheroes,The Script,No Sound Without Silence,spotify:track:37sINbJZcFdHFAsVNsPq1i,endplay,False,True,1
2023-07-14T15:18:34Z,desktop,3982,Killing Me,CHUNG HA,Killing Me,spotify:track:3QD0Y1tTngihByjdWC99lG,endplay,True,True,1
2023-07-14T15:23:51Z,desktop,4748,COOL (Your rainbow),NMIXX,ENTWURF,spotify:track:3D5t7S7W8BABJvA1SAIAHb,endplay,True,True,1
2023-07-09T19:28:28Z,desktop,1920,HAPPINESS,NEEDTOBREATHE,H A R D L O V E,spotify:track:7aag0fFgE9K1Gj8lJwQaGI,endplay,True,True,1
2023-09-22T03:43:04Z,desktop,2020,Let's Fall in Love for the Night,FINNEAS,Blood Harmony,spotify:track:6I0KEvFfWszVJiCy5hum4V,endplay,True,True,1
2023-09-22T03:43:11Z,desktop,6350,The Middle,Zedd,The Middle,spotify:track:09IStsImFySgyp0pIQdqAc,endplay,True,True,1
2023-09-22T03:43:20Z,desktop,8719,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,endplay,True,True,1
2023-09-22T03:43:30Z,desktop,8811,changes,XXXTENTACION,?,spotify:track:7AFASza1mXqntmGtbxXprO,endplay,True,True,1
2023-09-22T03:43:34Z,desktop,3750,Moonlight,XXXTENTACION,?,spotify:track:0JP9xo3adEtGSdUEISiszL,endplay,True,True,1
2024-01-15T12:49:31Z,desktop,1381,Crescent Part 2,ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:0U4dBMN9DqaD6fcTd5hFrL,endplay,False,True,1
2023-07-17T04:30:23Z,phone,201943,Not Over You,Gavin DeGraw,Finest Hour: The Best of Gavin DeGraw,spotify:track:2AtE18nG6GqezjXcTd6TsI,endplay,False,True,1
2023-07-17T04:30:26Z,phone,2325,Centuries,Fall Out Boy,American Beauty/American Psycho,spotify:track:04aAxqtGp5pv12UXAg4pkq,endplay,False,True,1
2023-09-22T03:44:43Z,desktop,11586,You're Welcome,Dwayne Johnson,Moana,spotify:track:6U4VqEHy4n5VeiH4pQPL24,endplay,True,True,1
2023-09-22T03:44:49Z,desktop,1219,Wildest Dreams,Taylor Swift,1989,spotify:track:59HjlYCeBsxdI0fcm3zglw,endplay,True,True,1
2023-09-22T03:44:57Z,desktop,4411,Warriors,Imagine Dragons,Smoke + Mirrors,spotify:track:1lgN0A2Vki2FTON5PYq42m,endplay,True,True,1
2023-09-22T03:45:08Z,desktop,11133,Expectations vs Reality,The Merrell Twins,Expectations vs Reality,spotify:track:4J7c1fLkBF9DSVB1IF2Ged,endplay,True,True,1
2023-09-22T03:45:21Z,desktop,12724,Hands,Mike Perry,Hands,spotify:track:7ydN6k1pLu6GRJsJpFXnYu,endplay,True,True,1
2023-09-22T03:45:50Z,desktop,18877,Honestly,Gabbie Hanna,Honestly,spotify:track:27bWAgfxKhFzUryUxi467z,endplay,True,True,1
2023-09-22T03:46:03Z,desktop,12724,Monster,Gabbie Hanna,Monster,spotify:track:6Szu3zH9qsondMnhjYfFbu,endplay,True,True,1
2023-09-22T03:42:58Z,desktop,5270,Without Me - ILLENIUM Remix,Halsey,Manic,spotify:track:2031g1Fr1ZxIFSjonvuM1S,endplay,True,True,1
2023-09-22T03:51:42Z,desktop,18297,I Don't Know My Name,Grace VanderWaal,Perfectly Imperfect,spotify:track:3935nnx564nHVGHprflgG1,endplay,True,True,1
2023-09-22T03:52:54Z,desktop,71703,Faded,Alan Walker,Faded,spotify:track:7gHs73wELdeycvS48JfIos,endplay,True,True,1
2023-09-22T03:46:24Z,desktop,4841,We Are Young (feat. Janelle Monáe),fun.,Some Nights,spotify:track:7a86XRg84qjasly9f6bPSD,endplay,True,True,1
2023-09-22T03:46:28Z,desktop,1102,Elastic Heart,Sia,1000 Forms Of Fear (Deluxe Version),spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,endplay,True,True,1
2023-09-22T03:46:35Z,desktop,6002,Riptide,Vance Joy,Dream Your Life Away,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,endplay,True,True,1
2023-09-22T03:46:45Z,desktop,10901,Feel So Close - Radio Edit,Calvin Harris,18 Months,spotify:track:1gihuPhrLraKYrJMAEONyc,endplay,True,True,1
2023-09-22T03:46:57Z,desktop,11215,Somebody That I Used To Know,Gotye,Making Mirrors,spotify:track:4wCmqSrbyCgxEXROQE6vtV,endplay,True,True,1
2023-09-22T03:48:34Z,desktop,1544,Turning Out,AJR,The Click,spotify:track:1vJotCbvBmd3dd0vob8TQl,endplay,True,True,1
2023-09-22T03:54:00Z,desktop,1486,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Grateful,spotify:track:1jYiIOC5d6soxkJP81fxq2,endplay,True,True,1
2023-09-22T03:54:01Z,desktop,650,Feel It Still,Portugal. The Man,Woodstock,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,endplay,True,True,1
2023-09-22T03:54:08Z,desktop,6652,Castle on the Hill,Ed Sheeran,÷,spotify:track:6PCUP3dWmTjcTtXY02oFdT,endplay,True,True,1
2023-09-22T03:54:16Z,desktop,4562,Stay With Me,Sam Smith,In The Lonely Hour,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,endplay,True,True,1
2023-10-10T18:25:21Z,desktop,104733,%%(Eung Eung),Apink,PERCENT,spotify:track:4SpQDJz1JiRT2mHxvyqN9K,fwdbtn,True,True,1
2023-10-10T18:38:47Z,desktop,175228,Simon Says,NCT 127,NCT #127 Regulate - The 1st Album Repackage,spotify:track:1zedfw5iu7XzKJT8CupEIP,fwdbtn,True,True,1
2023-10-10T18:38:52Z,desktop,4400,Bet You Wanna (feat. Cardi B),BLACKPINK,THE ALBUM,spotify:track:7iAgNZdotu40NwtoIWJHFe,fwdbtn,True,True,1
2023-12-17T01:18:52Z,desktop,120222,Empire State of Mind (Part II) Broken Down,Alicia Keys,The Element Of Freedom,spotify:track:5sra5UY6sD658OabHL3QtI,fwdbtn,True,True,1
2023-09-22T03:54:35Z,desktop,5561,Believer,Imagine Dragons,Evolve,spotify:track:0pqnGHJpmpxLKifKRmU6WP,endplay,True,True,1
2023-09-22T03:55:03Z,desktop,7546,Glad You Came,The Wanted,Battleground,spotify:track:5yDL13y5giogKs2fSNf7sj,endplay,True,True,1
2023-09-22T04:16:40Z,desktop,2830,Intentions,Justin Bieber,Intentions,spotify:track:364dI1bYnvamSnBJ8JcNzN,endplay,True,True,1
2023-09-22T04:16:42Z,desktop,1830,Get You (feat. Kali Uchis),Daniel Caesar,Freudian,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,endplay,True,True,1
2023-09-22T04:16:57Z,desktop,15370,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,endplay,True,True,1
2023-09-22T04:17:14Z,desktop,4660,False Confidence,Noah Kahan,Busyhead,spotify:track:7nDFTHHwfe32a8qdp9XqPy,endplay,True,True,1
2023-09-22T03:53:05Z,desktop,4585,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,Anna Kendrick,TROLLS (Original Motion Picture Soundtrack),spotify:track:6d3edMXJpns1A0zGKkmlGw,endplay,True,True,1
2023-09-22T03:53:58Z,desktop,1335,Alone,Alan Walker,Alone,spotify:track:0JiVRyTJcJnmlwCZ854K4p,endplay,True,True,1
2023-09-22T03:43:42Z,desktop,3599,Hard Times,Paramore,After Laughter,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,endplay,True,True,1
2023-09-30T16:32:21Z,phone,32573,Poo Bum Poo Bum,Poopy Man,Poopy Man 2,spotify:track:6GlhQ6CLxFrCaF96XFOGd3,fwdbtn,False,True,1
2023-09-22T04:17:21Z,desktop,3350,Electricity (with Dua Lipa),Silk City,Electricity (with Dua Lipa),spotify:track:5N4erncE7kuUccm7zEmwzk,endplay,True,True,1
2023-09-22T05:18:43Z,desktop,7320,somebody to you,Lyle Kam,blurry eyed,spotify:track:0JEMcxrhXgrCUhrOA4HOWo,endplay,True,True,1
2023-09-25T22:43:37Z,desktop,227322,Hellokittybalahcurrihellokitty美味しい,未來少女 薄荷水晶,Hellokittybalahcurrihellokitty美味しい,spotify:track:51IEjUEnT7n3cgIXynxNTN,endplay,True,True,1
2023-09-28T03:15:32Z,desktop,15069,i wish you cheated,Alexander Stewart,i wish you cheated,spotify:track:6ErCfbbI9BG4bK2djjKUvP,endplay,True,True,1
2023-09-22T03:54:18Z,desktop,2252,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",spotify:track:4HlFJV71xXKIGcU3kRyttv,endplay,True,True,1
2023-09-22T03:54:29Z,desktop,11006,Treasure,Bruno Mars,Unorthodox Jukebox,spotify:track:55h7vJchibLdUkxdlX3fK7,endplay,True,True,1
2023-07-09T19:28:30Z,desktop,1397,HARD LOVE,NEEDTOBREATHE,H A R D L O V E,spotify:track:0xcFH3973DZauDkGnNjMgm,endplay,True,True,1
2023-07-09T19:30:25Z,desktop,37525,If You Ever (feat. 6LACK),Nao,If You Ever (feat. 6LACK),spotify:track:5PkZ0mhNgfuz7SqiuruKlh,endplay,True,True,1
2023-07-09T19:23:18Z,desktop,155221,In The Stars,Benson Boone,In The Stars,spotify:track:1ei3hzQmrgealgRKFxIcWn,endplay,True,True,1
2023-07-09T19:24:07Z,desktop,41546,In The Stars - Xander & Nick Papz Club Remix,Benson Boone,In The Stars,spotify:track:1Ota5enCaOXOrbOTmvZXih,endplay,True,True,1
2023-07-09T19:24:14Z,desktop,6602,In The Stars - Xander Deep House Remix,Benson Boone,In The Stars,spotify:track:0W2PyNNOfq5YcnwqDtuWr4,endplay,True,True,1
2023-07-09T19:24:28Z,desktop,13642,In The Stars - Dandy Lion Remix,Benson Boone,In The Stars,spotify:track:4Du9GM3Zhqw6o1gEiU5NuX,endplay,True,True,1
2023-07-09T19:24:30Z,desktop,2080,Let Me Go,Benson Boone,Walk Me Home...,spotify:track:4X27CYcGvCfy75TkVJehSG,endplay,True,True,1
2023-07-09T19:24:43Z,desktop,11786,In The Stars,Benson Boone,Walk Me Home...,spotify:track:5bFg6rdrEWuuc1D760jbcg,endplay,True,True,1
2023-07-07T19:56:38Z,desktop,22434,Hate Me If It Helps,Alexander 23,Aftershock,spotify:track:27RDHPogNiOiPshJZ2cEVT,fwdbtn,True,True,1
2024-01-15T12:51:05Z,desktop,5456,"MATZ (HONGJOONG, SEONGHWA)",ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:0dykfdABsJdew8CBVnnkCB,endplay,False,True,1
2024-01-15T12:40:01Z,desktop,7662,Run For Roses,NMIXX,Fe3O4: BREAK,spotify:track:4byr9TsXs4qtm8rG2FfwRW,endplay,False,True,1
2024-01-15T12:43:28Z,desktop,59605,BOOM,NMIXX,Fe3O4: BREAK,spotify:track:4UEXKi06Ykkx52mme7VvoH,endplay,False,True,1
2024-01-15T12:47:25Z,desktop,29024,WE KNOW,ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:6kgKJoTZgfxCmtb4gubA68,endplay,False,True,1
2024-01-15T12:47:46Z,desktop,20549,Emergency,ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:0dncBD42Ek18rPQw8dZCkH,endplay,False,True,1
2024-01-15T12:48:31Z,desktop,43734,ARRIBA,ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:5wZu9Hw69jORB2OxeX3qC6,endplay,False,True,1
2024-01-08T09:49:45Z,desktop,4887,Mine (CHAERYEONG),ITZY,BORN TO BE,spotify:track:0vVjP9MvzcaGdy2gKgbGcb,endplay,False,True,1
2023-10-06T06:34:36Z,desktop,3854,Steady,JINI,Steady,spotify:track:5IFjUNHAD4LMRRIce5LVh7,endplay,True,True,1
2023-10-06T06:34:59Z,desktop,2786,Tinfoil,JINI,Tinfoil,spotify:track:0Op2EuoNI8tDPT6ZmTjtt0,endplay,True,True,1
2023-07-07T22:46:46Z,desktop,71354,Patbingsu,Billlie,track by YOON: Patbingsu,spotify:track:3B6t6zKMa959qbWvLUWxxl,fwdbtn,True,True,1
2023-07-08T16:51:03Z,desktop,162325,TRAUMA,SEVENTEEN,"SEVENTEEN 2ND ALBUM 'TEEN, AGE' (2)",spotify:track:6MEsfQJ5ZpO1WozVfsVDzZ,fwdbtn,True,True,1
2023-07-08T20:55:00Z,desktop,9399,Brand New,XIUMIN,Brand New - The 1st Mini Album,spotify:track:1ueAM35cpUd8EjbrIq26AD,fwdbtn,True,True,1
2023-07-09T19:13:44Z,desktop,4309,If We Have Each Other,Alec Benjamin,Narrated For You,spotify:track:7pT6WSg4PCt4mr5ZFyUfsF,endplay,True,True,1
2023-07-06T18:11:44Z,phone,29431,Never Had a Chance,Katherine Li,Never Had a Chance,spotify:track:5SSN6VUT5PduTBsGbTd2Sd,fwdbtn,True,True,1
2023-07-06T21:01:06Z,desktop,1160,So Good,Halsey,So Good,spotify:track:6kxaaIeowajN7w21PfMLbu,fwdbtn,True,True,1
2023-10-10T17:36:30Z,desktop,20596,LALALILALA,APRIL,APRIL 7th Mini Album 'Da Capo',spotify:track:5zMSAi7u8ltE97q4jZ1jqW,endplay,True,True,1
2023-10-10T18:23:36Z,desktop,12222,City 127,NCT 127,NCT #127 Regulate - The 1st Album Repackage,spotify:track:3KOKGs8pMk4VeIWDIDgLRS,fwdbtn,True,True,1
2023-10-06T06:35:17Z,desktop,9357,Bad Reputation (feat. Joe Janiak),Avicii,TIM,spotify:track:0HZgYFimoJG9Ijy8InUWcV,endplay,True,True,1
2023-10-06T19:54:24Z,desktop,7414,Bad Reputation,Ky William,Bad Reputation,spotify:track:4tIkqnB9pOaQvBnJRg52bT,endplay,True,True,1
2023-10-08T17:46:37Z,phone,1200,Get A Guitar,RIIZE,Get A Guitar,spotify:track:4H65EdACzwqV8sTt3dDyA0,fwdbtn,True,True,1
2023-10-10T00:02:12Z,phone,28359,13,LANY,LANY,spotify:track:0WOvSEVpUGkNufX0w0M06F,endplay,False,True,1
2023-10-05T03:35:16Z,phone,196794,Secret Secret,Stray Kids,NOEASY,spotify:track:1pLJ9T4v4p68otzCDonbc6,fwdbtn,True,True,1
2023-10-06T06:34:32Z,desktop,4144,Days of Odd,JINI,Days of Odd,spotify:track:7Jlf17puZ0j1XcrhXtQSXc,endplay,True,True,1
2023-12-17T01:18:54Z,desktop,2410,Dancing Queen,ABBA,Arrival,spotify:track:0GjEhVFGZW8afUYGChu3Rr,fwdbtn,True,True,1
2023-12-17T01:18:59Z,desktop,2130,Never Going Back,The Score,ATLAS,spotify:track:5k02Wjsu2MdpF3c9VFQD0k,fwdbtn,True,True,1
2023-10-10T00:06:45Z,phone,3861,dancing in the kitchen,LANY,dancing in the kitchen,spotify:track:0ohcCrxZkBfFbkuRPOZQZX,endplay,False,True,1
2023-10-10T00:07:49Z,phone,61290,Malibu Nights,LANY,Malibu Nights,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,endplay,False,True,1
2023-10-10T02:03:55Z,desktop,4005,Whatchu Want,Citizen Queen,Whatchu Want,spotify:track:5YU1xqvXsXDnhbhu6bRprY,endplay,True,True,1
2023-10-10T02:05:54Z,desktop,38243,DALALA,YUJU,DALALA,spotify:track:0Aa9I95cft2JJB1g7dmhNZ,endplay,True,True,1
2023-10-10T17:09:10Z,desktop,68901,Yummy Summer,IZ*ONE,Twelve,spotify:track:5t5CHRIf9WzxQelHmEe8s0,endplay,True,True,1
2023-10-10T17:36:08Z,desktop,160305,O Sole Mio,IZ*ONE,One-reeler / Act IV,spotify:track:6XvsuNhva4yQPwjpniUnsd,endplay,True,True,1
2023-10-10T20:06:32Z,desktop,38722,POP/STARS,K/DA,POP/STARS,spotify:track:5sbooPcNgIE22DwO0VNGUJ,endplay,True,True,1
2023-12-17T18:38:32Z,desktop,60703,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,spotify:track:5BB0Jzw60KyfSTyjJqtely,fwdbtn,True,True,1
2023-12-17T20:23:32Z,desktop,25455,I'm Not Famous,AJR,The Click,spotify:track:0OyCP3RIRZxPGflLv14InQ,fwdbtn,True,True,1
2023-12-17T20:23:35Z,desktop,2410,Skin,Zola Jesus,Conatus,spotify:track:5ljlgxqZSqpoCDIlMF1ZjX,fwdbtn,True,True,1
2023-06-24T21:32:21Z,desktop,4597,In My Blood,Shawn Mendes,Shawn Mendes,spotify:track:2SFnIqRWyHt9MUNeXkykii,endplay,True,True,1
2023-06-27T13:01:04Z,phone,144236,POSE,KINO,POSE,spotify:track:68uh5xnLjXyA9WWs4NmcK0,fwdbtn,True,True,1
2023-06-27T13:15:31Z,phone,28483,moonchild,RM,mono.,spotify:track:6BnciRM9jyEP9cEjvoN5eI,fwdbtn,True,True,1
2023-06-27T13:15:45Z,phone,12290,SOMEONE'S SOMEONE,MONSTA X,ALL ABOUT LUV,spotify:track:5eU51YmH3XzhzNRzkJns27,fwdbtn,True,True,1
2023-10-14T04:39:15Z,desktop,23092,Let Me Hate You,Alexander Stewart,Let Me Hate You,spotify:track:0T5IGPG06a7eiEA0AhTzZ6,endplay,True,True,1
2023-10-14T04:39:54Z,desktop,18448,Compare Myself,Alexander Stewart,Compare Myself,spotify:track:1ZxDAK9a3hBpArhO3xTYrH,endplay,True,True,1
2023-10-10T19:08:47Z,desktop,141168,WIN,ATEEZ,TREASURE EP.FIN : All To Action,spotify:track:6iaVgWHDlYxjjvj3PuKSQX,fwdbtn,True,True,1
2023-10-10T19:08:49Z,desktop,1613,Summer 127,NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,spotify:track:7tQTOyhv9BAjKoMoegHncb,fwdbtn,True,True,1
2023-10-10T19:08:51Z,desktop,2821,Gleam,MAMAMOO,Gleam,spotify:track:0Nrton8zP9yzBMCnV5RGe5,fwdbtn,True,True,1
2023-10-10T19:44:14Z,desktop,75491,MAMA,BTS,Wings,spotify:track:51hIGgLnT8s6gEzjVqKlEF,fwdbtn,True,True,1
2023-10-10T19:44:19Z,desktop,2229,24HRS,ITZY,IT'z ME,spotify:track:5aNuBrqbdJ8r9qFZHliWxR,fwdbtn,True,True,1
2023-10-10T20:02:47Z,desktop,136918,Ring Ding Dong,SHINee,"2009, Year Of Us - The Third Mini Album",spotify:track:4vLqN0bIxIQjlet2mIMBnx,fwdbtn,True,True,1
2023-10-18T03:07:04Z,desktop,34989,BIBI Vengeance,BIBI,Lowlife Princess: Noir,spotify:track:0ra3bPUOj2YnY4FJHXtgHZ,fwdbtn,True,True,1
2023-10-18T05:58:22Z,desktop,3250,Our Night is more beautiful than your Day,CHUU,Our Night is more beautiful than your Day,spotify:track:0SXsRcuTaWZAg6QyDhncpY,endplay,True,True,1
2023-10-21T17:02:31Z,desktop,15019,SUPERPOWERS,ITZY,"Strong Girl Nam-soon (Original Television Soundtrack), Pt.1",spotify:track:2T0cn0hvGrG8vqqB8sK4zX,endplay,True,True,1
2023-10-24T03:37:38Z,desktop,7024,Oppa,NECROLX,Oppa,spotify:track:2YSBjsqZ2YxwwHi8xqf9ms,fwdbtn,True,True,1
2023-10-14T04:36:36Z,desktop,4585,blame's on me,Alexander Stewart,blame's on me,spotify:track:1veHwv1HPwzOvlhs5jPxeP,endplay,True,True,1
2023-10-14T04:37:51Z,desktop,3030,back to you,Alexander Stewart,back to you,spotify:track:4a1BeAIF3COAK52u6xwO55,endplay,True,True,1
2023-10-14T04:38:45Z,desktop,16822,echo,Alexander Stewart,echo,spotify:track:2KL4zWhKuzymptYZGpbmUX,endplay,True,True,1
2023-10-14T04:38:50Z,desktop,5375,24 Hours,Alexander Stewart,Aftermath,spotify:track:0bUCtii86toyiD5W0wDMUt,endplay,True,True,1
2024-01-13T20:17:34Z,desktop,765910,New Jeans,NewJeans,NewJeans 'Super Shy',spotify:track:6rdkCkjk6D12xRpdMXy0I2,endplay,False,True,1
